name,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode
"ich_will","0.902","0.0922","128.117","0.0373","0.00129","0.00041","4","0.645","2","217107","-4.222","0.48","1"
"prayer_of_the_refugee","0.969","0.434","150.93","0.133","0.00228","1.88e-05","4","0.253","3","199387","-3.46","0.437","0"
"savior","0.93","0.39","112.447","0.0487","0.00164","6.67e-05","4","0.549","5","242280","-3.468","0.526","0"
"screaming_eagles","0.952","0.304","167.082","0.0903","0.00283","0.000164","4","0.441","9","247520","-2.765","0.316","0"
"the_last_stand","0.947","0.117","104.046","0.0457","0.00443","0","4","0.511","7","238518","-4.917","0.494","0"
"the_lost_battalion","0.965","0.289","175.958","0.0966","0.00114","0","4","0.408","7","219627","-4.597","0.433","0"
"fake_it","0.949","0.0585","131.985","0.0549","0.00131","3.04e-06","4","0.615","8","193893","-3.52","0.586","1"
"let_you_down","0.809","0.0886","83.957","0.0327","2.66e-05","0.0797","4","0.476","2","250213","-4.434","0.558","1"
"remedy","0.959","0.0584","127.831","0.082","0.00018","0.00144","4","0.546","8","207213","-4.664","0.416","1"
"cut_the_cord","0.966","0.312","178.105","0.089","0.00349","0.000198","4","0.447","7","224597","-2.966","0.533","1"
"devour","0.986","0.0471","176.965","0.127","6.2e-05","0.000196","4","0.336","8","228867","-3.514","0.196","1"
"enemies","0.966","0.336","136.035","0.046","0.00159","0","4","0.507","1","188093","-2.635","0.502","1"
"sound_of_madness","0.939","0.337","185.971","0.0423","4.93e-05","0.0065","4","0.328","2","233987","-1.654","0.329","0"
"youre_going_down","0.842","0.146","90.003","0.0469","0.0116","0.00127","4","0.488","6","187347","-5.926","0.41","1"
"repentless","0.994","0.145","104.111","0.0623","3.79e-05","0.0934","4","0.402","8","199867","-7.338","0.247","0"
"all_out_life","0.97","0.0871","106.558","0.116","0.000683","0.136","4","0.499","0","340132","-2.838","0.0506","1"
"before_i_forget","0.974","0.886","134.724","0.171","0.0177","5.44e-06","4","0.291","6","278600","-2.997","0.348","0"
"duality","0.982","0.204","143.772","0.168","0.000237","0.000294","4","0.354","4","252613","-3.026","0.194","0"
"psychosocial","0.989","0.0243","135.093","0.112","0.00252","0.0032","4","0.576","2","283400","-1.909","0.352","1"
"redefine","0.936","0.209","111.062","0.0574","0.000112","2.96e-06","4","0.523","10","215627","-3.235","0.237","0"
"full_moon_shoals","0.983","0.0855","107.016","0.0639","1.3e-05","0.195","4","0.536","0","286825","-4.685","0.188","1"
"rejection_role","0.967","0.266","87.498","0.0903","7.94e-05","0.0199","4","0.432","11","214933","-5.601","0.421","1"
"made_of_scars","0.841","0.0404","101.695","0.0428","5.16e-06","0.000846","4","0.529","1","203680","-4.025","0.283","1"
"tired","0.934","0.115","201.991","0.0683","0.000606","6.76e-05","4","0.312","3","251840","-3.793","0.471","0"
"chop_suey","0.934","0.132","127.288","0.12","0.000278","0.0015","4","0.419","7","210240","-3.908","0.286","0"
"toxicity","0.873","0.204","116.681","0.0535","0.000264","0.0025","3","0.413","8","218933","-4.151","0.481","1"
"silence_in_the_snow","0.955","0.106","113.148","0.0803","3e-05","0.00622","4","0.311","10","220416","-7.298","0.126","0"
"strife","0.987","0.359","142.031","0.108","3.58e-05","8.48e-05","4","0.461","1","269266","-1.711","0.309","0"
"the_heart_from_your_hate","0.928","0.297","113.043","0.0635","0.00876","5.03e-06","4","0.582","10","243853","-4.659","0.565","0"
"until_the_world_goes_cold","0.887","0.151","166.008","0.0732","0.000244","0.00258","4","0.517","10","321162","-7.637","0.531","0"
"a_warriors_call","0.903","0.244","109.118","0.0825","0.00075","5.85e-06","3","0.374","10","263080","-4.49","0.429","1"
"sad_mans_tongue","0.952","0.634","110.011","0.0712","3.42e-05","0.164","4","0.211","7","267742","-6.819","0.346","1"
"seal_the_deal","0.973","0.129","105.997","0.0663","6.44e-05","0.00558","4","0.53","4","249306","-3.603","0.432","0"
"raise_your_banner","0.858","0.383","173.977","0.103","0.000269","1.55e-05","3","0.354","1","212586","-7.189","0.527","1"
"the_reckoning","0.825","0.641","89.885","0.0563","0.00356","0","4","0.31","1","251107","-4.53","0.475","1"
"what_have_you_done","0.939","0.0983","172.232","0.162","0.00318","0.000408","4","0.243","6","315947","-3.831","0.131","0"
"game_of_thrones","0.594","0.105","84.566","0.0565","0.934","0.91","4","0.119","5","304227","-9.736","0.147","0"
"may_it_be","0.274","0.113","78.858","0.046","0.924","0.882","4","0.17","7","235787","-14.759","0.0394","1"
"vivaldi_storm","0.669","0.1","161.985","0.0335","0.873","0.745","3","0.598","7","153800","-8.045","0.715","1"
"strange","0.66","0.0716","120.013","0.0536","0.00708","0.667","4","0.865","6","424562","-10.61","0.773","0"
"destination_calabria","0.954","0.292","128.016","0.0425","0.0015","0.000814","4","0.627","2","223112","-4.804","0.312","1"
"Whyd_You_Only_Call_Me_When_Youre_High?","0.631","0.104","92.004","0.0368","0.0483","1.13e-05","4","0.691","2","161124","-6.478","0.8","1"
"four_out_of_five","0.863","0.0717","130.189","0.0685","0.0626","0","4","0.601","0","312347","-4.31","0.676","1"
"sail","0.435","0.0953","119.038","0.0568","0.452","0.609","4","0.825","1","259102","-9.582","0.243","1"
"the_funeral","0.769","0.0928","122.507","0.0422","0.0142","0","4","0.316","0","321147","-5.283","0.127","0"
"bad_motherfucker","0.933","0.168","167.541","0.101","0.000951","0.0823","4","0.542","11","206740","-6.628","0.54","1"
"the_stampede","0.811","0.318","83.512","0.0516","7.26e-05","1.22e-05","4","0.452","9","123707","-6.849","0.354","1"
"toothpick","0.722","0.165","169.973","0.0357","0.000218","0","4","0.448","11","190680","-4.712","0.368","0"
"the_bad_touch","0.741","0.0911","122.984","0.0392","0.00474","0.0121","4","0.841","0","260507","-6.222","0.97","0"
"sound_of_freedom","0.727","0.0626","128.0","0.0558","0.00747","0.0957","4","0.843","9","409680","-5.992","0.619","0"
"freestyler","0.96","0.0629","163.825","0.105","0.0237","0.0253","4","0.847","4","172733","-5.183","0.922","0"
"chan_chan","0.433","0.112","83.222","0.0345","0.842","0.0311","4","0.506","2","257737","-14.183","0.641","0"
"lone_digger","0.924","0.114","123.989","0.051","0.596","0.0156","4","0.769","5","229805","-5.263","0.88","0"
"dramophone","0.892","0.305","126.165","0.264","0.333","0.000298","4","0.816","1","203827","-4.999","0.854","1"
"rock_it_for_me","0.951","0.319","106.019","0.189","0.482","0.00305","4","0.802","10","191493","-3.933","0.695","0"
"baby","0.74","0.0994","116.946","0.04","0.356","1.05e-05","4","0.755","0","205440","-5.354","0.33","0"
"electric_worry","0.813","0.323","165.012","0.0448","0.0171","0.114","4","0.377","0","314747","-4.231","0.265","1"
"a_quick_death_in_texas","0.925","0.364","93.944","0.0479","0.0575","0","4","0.59","9","237451","-5.622","0.845","1"
"butterfly","0.811","0.107","103.502","0.081","0.00132","0.000142","4","0.736","9","216733","-4.17","0.609","0"
"lose_yourself_to_dance","0.659","0.0753","100.163","0.057","0.0839","0.00114","4","0.832","10","353893","-7.828","0.674","0"
"let_go","0.555","0.12","128.026","0.0429","0.205","0.309","3","0.644","0","378450","-10.981","0.0345","0"
"strangelove","0.96","0.352","118.999","0.0354","0.0441","0.00183","4","0.565","4","227413","-3.503","0.888","0"
"just_can't_get_enough","0.779","0.159","128.211","0.0347","0.407","0.061","4","0.759","0","220893","-9.375","0.918","1"
"heaven","0.483","0.0647","100.025","0.0263","0.000531","0.0141","4","0.564","10","243240","-7.464","0.283","0"
"nobody_speak","0.814","0.263","160.066","0.154","0.0405","0.00274","4","0.621","2","195966","-5.937","0.304","1"
"organ_donor","0.723","0.117","100.058","0.06","0.00267","0.649","4","0.455","1","237610","-6.341","0.14","1"
"midnight_in_a_perfect_world","0.627","0.23","79.508","0.0391","0.52","0.727","4","0.666","7","298373","-9.234","0.612","0"
"shipping_up_to_boston","0.928","0.226","129.188","0.079","0.000706","0.000637","4","0.452","2","153600","-3.133","0.6","1"
"rose_tattoo","0.912","0.373","108.084","0.0425","0.0219","0","4","0.323","9","306520","-2.059","0.609","0"
"so_are_you","0.77","0.927","87.479","0.152","0.0656","4.26e-05","4","0.725","1","274662","-8.715","0.788","1"
"flow","0.845","0.118","174.01","0.0496","0.00223","0.0109","4","0.58","5","270000","-5.773","0.789","1"
"supernova_pilot","0.712","0.324","89.883","0.2","0.000744","5.24e-06","4","0.726","1","413022","-5.008","0.548","1"
"we_are_the_people","0.785","0.434","122.973","0.0308","0.0981","0.0198","4","0.666","4","267355","-5.37","0.549","0"
"changed_the_way_you_kiss_me","0.802","0.117","126.998","0.0397","0.00628","0.00116","4","0.575","4","192720","-5.049","0.25","0"
"insomnia","0.756","0.138","127.108","0.0302","0.0352","0.00313","4","0.711","7","213547","-10.637","0.493","1"
"we_come_1","0.903","0.147","135.977","0.0441","0.00188","0.799","4","0.645","5","222436","-10.587","0.61","0"
"mass_destruction","0.853","0.337","166.072","0.113","0.0126","7.13e-05","4","0.568","11","211401","-7.276","0.662","0"
"god_is_a_dj","0.897","0.17","130.549","0.0448","0.177","0.885","4","0.607","10","208507","-7.468","0.391","0"
"rockafeller_skank","0.991","0.339","152.596","0.256","0.0117","0.00392","4","0.665","7","413880","-6.725","0.0676","1"
"weapon_of_choice","0.947","0.209","195.972","0.057","0.136","0.78","4","0.626","8","219813","-4.608","0.959","0"
"right_here_right_now","0.862","0.674","124.708","0.101","0.0127","0.388","4","0.572","7","387707","-8.065","0.111","1"
"keep_the_streets_empty_for_me","0.268","0.0873","157.989","0.0304","0.782","0.913","4","0.577","9","339707","-11.094","0.28","1"
"if_i_had_a_heart","0.226","0.109","170.103","0.0288","0.756","0.696","4","0.416","4","227494","-16.066","0.146","1"
"feel_good_inc","0.705","0.613","138.559","0.177","0.00836","0.00233","4","0.818","6","222640","-6.679","0.772","1"
"clint_eastwood","0.694","0.0698","167.964","0.172","0.0249","0","4","0.663","10","340920","-8.627","0.524","0"
"on_melancholy_hill","0.739","0.064","120.423","0.026","1.51e-05","0.509","4","0.689","2","233867","-5.81","0.578","1"
"stylo","0.751","0.0979","100.222","0.0604","0.00604","0.000849","4","0.686","10","270520","-5.747","0.851","0"
"somebody_that_i_used_to_know","0.517","0.102","129.063","0.0384","0.565","0.000195","4","0.857","0","244973","-6.972","0.754","1"
"so_much_for_love","0.554","0.226","203.915","0.102","0.0293","0.0662","4","0.619","1","334118","-7.339","0.608","0"
"bullet","0.858","0.106","96.015","0.0287","0.000319","6.11e-05","4","0.44","0","214373","-5.486","0.45","0"
"once_again","0.285","0.109","116.091","0.0673","0.984","0.958","4","0.65","2","364000","-14.061","0.302","0"
"The_Secret_Kissing_of_the_Sun_and_Moon","0.109","0.121","111.915","0.115","0.992","0.961","4","0.761","6","537920","-20.935","0.286","0"
"wonderful_life","0.836","0.184","120.023","0.0584","0.167","0.00157","4","0.695","11","254133","-7.231","0.412","0"
"miracle","0.813","0.324","85.019","0.0348","0.0114","3.94e-06","4","0.396","2","224973","-3.911","0.422","0"
"whatever_it_takes","0.655","0.117","134.945","0.0311","0.0362","0","4","0.672","10","201240","-5.021","0.556","0"
"thunder","0.822","0.147","167.997","0.0438","0.00671","0.134","4","0.605","0","187147","-4.833","0.288","1"
"radioactive","0.784","0.668","136.245","0.0627","0.106","0.000108","4","0.448","9","186813","-3.686","0.236","1"
"virtual_insanity","0.949","0.135","91.954","0.108","0.127","0","4","0.662","6","229360","-4.758","0.515","1"
"day_n'_nite","0.446","0.117","138.035","0.0635","0.503","6.32e-06","4","0.878","11","221267","-6.362","0.805","0"
"time","0.716","0.205","119.998","0.0427","0.00677","0.881","4","0.656","6","299903","-9.216","0.0649","0"
"come_with_me_now","0.726","0.0618","103.987","0.0401","0.0311","6.35e-05","4","0.654","10","211960","-3.803","0.728","0"
"american_tune","0.14","0.0967","144.103","0.0387","0.817","3.77e-06","4","0.488","0","371987","-14.542","0.218","1"
"rollin","0.932","0.269","96.234","0.18","0.00506","0","4","0.599","9","213760","-3.328","0.692","1"
"my_way","0.873","0.687","97.068","0.046","0.0188","0","4","0.587","6","272973","-3.989","0.591","1"
"break_stuff","0.894","0.187","108.725","0.174","0.0125","0.00041","4","0.426","8","166707","-6.699","0.63","1"
"the_arena","0.671","0.0751","87.841","0.037","0.00737","0.113","4","0.413","4","232280","-6.935","0.196","0"
"roundtable_rival","0.877","0.411","128.069","0.0597","0.00266","0.25","4","0.498","2","203280","-3.84","0.619","0"
"crystallize","0.623","0.103","140.006","0.0316","0.000856","0.0586","4","0.44","0","258800","-8.228","0.0563","1"
"party_rock_anthem","0.727","0.266","129.993","0.142","0.0189","0","4","0.75","5","262173","-4.21","0.359","0"
"sorry_for_party_rocking","0.877","0.413","133.998","0.165","0.00213","0","4","0.6","5","203973","-4.351","0.55","1"
"sexy_and_i_know_it","0.861","0.191","130.021","0.316","0.1","0","4","0.707","7","199480","-4.225","0.795","1"
"nightcall","0.306","0.195","100.05","0.028","0.417","0.000333","4","0.506","9","270427","-10.241","0.101","0"
"strong","0.397","0.082","78.013","0.0322","0.737","3.54e-05","4","0.57","10","265613","-11.091","0.297","1"
"acid_rain","0.496","0.433","55.807","0.0353","0.0165","0.662","4","0.395","11","172473","-7.513","0.095","0"
"casablanca","0.859","0.0788","124.929","0.0548","0.0688","0.344","4","0.824","8","226341","-4.279","0.672","1"
"wait","0.229","0.0935","147.911","0.0308","0.221","0.0599","4","0.437","2","343253","-10.514","0.0754","1"
"powerful","0.794","0.133","195.058","0.125","0.133","0","3","0.402","11","206920","-3.982","0.702","0"
"watch_out_for_this","0.759","0.0613","108.026","0.147","0.0196","6.53e-06","4","0.819","10","269147","-4.115","0.88","0"
"tadow","0.487","0.111","121.726","0.0604","0.669","8.64e-05","4","0.704","9","301893","-6.407","0.313","0"
"lift_me_up","0.888","0.155","120.962","0.0594","0.0011","0.00122","4","0.581","7","199293","-6.618","0.391","1"
"extreme_ways","0.782","0.11","100.015","0.057","0.00112","0.000858","4","0.511","9","237640","-7.934","0.538","0"
"why_does_my_heart_feel_so_bad?","0.624","0.0826","98.004","0.0332","0.00107","0.0795","4","0.598","7","264827","-6.923","0.0451","1"
"natural_blues","0.653","0.276","107.988","0.0328","0.046","0.0513","4","0.681","3","253760","-7.891","0.656","0"
"sunlight","0.793","0.117","84.967","0.144","0.000201","6.33e-06","4","0.297","0","226613","-6.329","0.428","1"
"lady","0.808","0.0634","126.041","0.0379","0.00793","0.0293","4","0.72","6","307154","-5.627","0.869","1"
"algorithm","0.923","0.0854","170.057","0.0539","0.0125","0.017","4","0.522","2","245960","-4.56","0.595","1"
"uprising","0.905","0.117","128.019","0.0775","0.000202","0.064","4","0.602","2","304840","-4.046","0.411","1"
"time_is_running","0.842","0.0866","118.211","0.0556","0.00242","0.00686","4","0.585","9","237040","-5.883","0.428","0"
"madness","0.417","0.106","180.301","0.0718","0.127","0.00419","4","0.502","10","281040","-7.665","0.218","1"
"runnin","0.838","0.451","140.005","0.0793","0.0091","8.51e-05","4","0.318","6","213019","-6.039","0.0668","1"
"amaranth","0.864","0.0625","127.983","0.0423","0.00445","0.00313","4","0.559","2","233867","-3.989","0.291","0"
"i_wish_i_had_an_angel","0.949","0.457","159.037","0.0582","8.57e-06","0.0338","4","0.423","4","243880","-6.053","0.482","0"
"one_winged_angel","0.525","0.297","122.643","0.0405","0.869","0.0386","4","0.497","2","265573","-8.241","0.249","0"
"fashion_drunk","0.268","0.111","151.928","0.362","0.107","0","3","0.883","0","206495","-12.937","0.86","0"
"hey_ya!","0.974","0.175","79.526","0.0665","0.103","0.000532","4","0.728","4","235213","-2.261","0.965","0"
"shut_your_mouth","0.939","0.936","120.009","0.124","0.00849","0.00407","4","0.508","2","291800","-6.019","0.124","1"
"the_princess","0.765","0.0259","127.987","0.0371","0.000122","0.539","4","0.757","5","273600","-7.39","0.892","1"
"the_sun","0.699","0.134","116.895","0.0531","0.267","0.064","4","0.678","11","174778","-6.872","0.536","0"
"feed_your_head","0.594","0.106","125.991","0.0361","9.83e-05","0.192","4","0.787","5","210467","-9.566","0.458","1"
"the_bomb","0.817","0.143","93.011","0.0338","0.0972","2.13e-06","4","0.774","7","203667","-3.076","0.834","1"
"meds","0.909","0.0943","155.139","0.104","0.0975","0.0002","4","0.512","4","175387","-4.643","0.283","0"
"the_bitter_end","0.904","0.11","186.253","0.0455","4.23e-05","0.0591","4","0.328","3","190573","-5.063","0.518","0"
"every_me_every_you","0.923","0.325","133.134","0.0569","2.7e-05","0.719","4","0.478","10","213800","-7.547","0.165","1"
"pure_morning","0.898","0.11","81.354","0.0675","0.0372","4.04e-05","4","0.387","8","254760","-6.835","0.202","1"
"song_to_say_goodbye","0.887","0.0993","165.033","0.0799","0.00613","0.00509","4","0.436","11","216187","-4.748","0.437","1"
"gangnam_style","0.939","0.0905","132.07","0.284","0.0055","0","4","0.736","11","219493","-2.812","0.761","0"
"testify","0.978","0.356","117.906","0.0727","0.0261","1.09e-05","4","0.47","7","210133","-5.399","0.503","1"
"sleep_now_in_the_fire","0.929","0.0789","127.059","0.0701","0.00162","0.105","4","0.426","2","205600","-6.729","0.539","1"
"what_else_is_there?","0.927","0.325","114.994","0.0436","0.185","0.108","4","0.704","9","317092","-7.157","0.342","1"
"monument","0.861","0.701","93.049","0.041","0.00568","0.0519","4","0.51","4","286520","-6.843","0.623","0"
"the_girl_and_the_robot","0.899","0.107","121.0","0.0601","0.115","0.000105","4","0.511","9","268893","-5.323","0.0773","0"
"these_days","0.809","0.165","92.213","0.0474","0.194","0","4","0.653","0","210773","-4.057","0.55","1"
"not_giving_in","0.639","0.155","159.044","0.0632","0.0169","0.00261","4","0.465","7","239733","-7.259","0.136","1"
"loca_people","0.732","0.0357","128.02","0.0562","0.000253","0.0359","4","0.864","11","340000","-3.42","0.668","0"
"smooth","0.923","0.295","115.996","0.0338","0.16","4.73e-06","4","0.609","9","294987","-3.908","0.961","1"
"corazon_espinado","0.789","0.0874","119.959","0.0285","0.13","0.287","4","0.699","11","274773","-5.173","0.962","0"
"ecuador","0.888","0.396","132.885","0.0354","0.00223","0.699","4","0.591","4","212133","-6.836","0.588","1"
"changing","0.815","0.164","171.079","0.0542","0.0997","0","4","0.484","2","205000","-3.833","0.353","1"
"bangarang","0.972","0.317","110.026","0.196","0.0145","3.22e-05","4","0.716","7","215253","-2.302","0.576","1"
"first_of_the_year","0.948","0.0812","115.785","0.227","0.00711","0.0148","3","0.429","5","261517","-3.657","0.55","0"
"Papaoutai","0.807","0.0632","115.994","0.081","0.022","0","4","0.731","10","232147","-7.225","0.244","0"
"alors_on_danse","0.599","0.0664","119.937","0.0887","0.103","0.00194","4","0.799","1","206253","-9.239","0.669","0"
"hes_a_pirate","0.85","0.0711","174.694","0.465","0.771","0.396","3","0.43","2","157640","-5.457","0.577","0"
"legendary_guardian","0.633","0.112","130.687","0.0467","0.33","6.07e-05","4","0.412","2","287907","-7.856","0.167","0"
"kickapoo","0.796","0.539","130.719","0.104","0.107","0.000974","4","0.501","0","254347","-4.599","0.582","1"
"basic_instinct","0.469","0.101","117.945","0.0401","0.55","0.278","4","0.737","7","289880","-9.3","0.327","1"
"because_i'm_me","0.805","0.337","94.922","0.086","0.0491","0.0162","4","0.472","8","252800","-5.793","0.512","1"
"pump_it","0.923","0.746","153.659","0.169","0.0109","0","4","0.646","9","213067","-3.108","0.74","1"
"boom_boom_pow","0.851","0.136","130.09","0.0827","0.15","0.000873","4","0.869","9","251440","-6.201","0.395","1"
"i_gotta_feeling","0.748","0.34","127.965","0.0264","0.0823","0","4","0.741","0","289133","-6.299","0.6","1"
"lets_get_it_started","0.811","0.186","104.97","0.137","0.0983","0","4","0.784","11","217213","-2.218","0.804","0"
"shut_up","0.693","0.28","112.977","0.266","0.0894","0","4","0.807","2","296187","-3.96","0.606","1"
"galvanize","0.714","0.363","104.003","0.0751","0.0141","0.0222","4","0.745","7","393813","-3.681","0.365","1"
"hey_boy_hey_girl","0.92","0.114","127.001","0.0531","0.119","0.508","4","0.632","2","290493","-4.976","0.363","1"
"friday_i'm_in_love","0.762","0.338","136.203","0.0342","0.000972","0.000116","4","0.526","0","214400","-12.437","0.505","0"
"in_hell_i'll_be_in_good_company","0.235","0.111","154.802","0.0479","0.753","0.00125","4","0.772","7","245320","-9.075","0.703","0"
"banjo_odyssey","0.628","0.115","92.593","0.0403","0.205","0.00012","4","0.532","2","200347","-5.648","0.508","0"
"how_you_like_me_now","0.71","0.0777","110.059","0.029","0.000973","0.703","4","0.647","0","217493","-4.692","0.268","1"
"sleep_on_the_floor","0.431","0.13","142.14","0.0344","0.249","0","4","0.389","7","211851","-8.061","0.275","1"
"firestarter","0.946","0.164","141.517","0.0793","0.00339","0.442","4","0.534","11","279800","-5.167","0.379","1"
"omen","0.953","0.281","140.002","0.0441","0.000941","0.117","4","0.545","7","216027","-5.172","0.558","1"
"out_of_space","0.872","0.106","147.096","0.0555","0.00147","0.315","4","0.639","9","298227","-10.968","0.608","1"
"wish_i_knew_you","0.716","0.125","101.05","0.0258","0.13","0.0616","4","0.651","0","274093","-6.516","0.722","0"
"iridium","0.907","0.396","128.006","0.0532","6.17e-05","0.868","4","0.533","10","248341","-5.835","0.745","0"
"shake_that_bagpipe","0.723","0.132","138.015","0.0383","3.66e-05","0.879","4","0.285","10","228613","-6.251","0.379","0"
"habits","0.65","0.0829","110.003","0.0315","0.0703","6.59e-05","4","0.733","5","209160","-3.539","0.348","1"
"lonesome_rider","0.947","0.979","114.984","0.0517","0.00131","0.746","4","0.344","3","255994","-6.886","0.454","1"
"16_dollars","0.968","0.561","121.277","0.113","0.000481","0.464","4","0.391","7","259484","-7.272","0.221","1"
"iron","0.742","0.1","130.077","0.0596","0.253","0.708","4","0.645","8","187467","-6.057","0.508","1"
"run_boy_run","0.957","0.132","134.004","0.101","0.0782","0.000565","4","0.508","5","213267","-5.243","0.419","0"
"porto","0.713","0.0837","127.993","0.0487","0.00136","0.865","4","0.678","8","330000","-6.451","0.19","1"
"rise_up","0.855","0.323","128.095","0.163","0.000312","3.2e-05","4","0.674","2","172173","-4.276","0.772","1"
"faded","0.477","0.113","124.979","0.049","0.00843","0.175","4","0.867","9","223480","-7.183","0.614","0"
"paradise_awaits","0.539","0.103","123.976","0.174","0.118","0.0832","4","0.865","6","213440","-7.817","0.41","0"
"in_the_morning","0.757","0.0791","123.006","0.0356","0.0232","0.335","4","0.709","1","246495","-6.064","0.166","1"
"hello","0.451","0.0872","157.966","0.0347","0.336","0","4","0.481","5","295493","-6.095","0.289","0"
"rolling_in_the_deep","0.756","0.0527","104.945","0.0294","0.131","0","4","0.729","8","228293","-5.119","0.522","1"
"set_fire_to_the_rain","0.683","0.125","108.003","0.0253","0.00382","1.79e-06","4","0.61","2","241693","-3.879","0.466","0"
"someone_like_you","0.33","0.0975","135.109","0.0285","0.892","0","4","0.559","9","285040","-8.251","0.285","1"
"let_me_down_slowly","0.557","0.124","150.073","0.0318","0.74","0","4","0.652","1","169354","-5.714","0.483","0"
"i_need_a_dollar","0.482","0.0873","95.498","0.0333","0.202","0","4","0.84","6","243053","-7.116","0.957","0"
"breathin","0.656","0.213","100.049","0.0433","0.0211","1.37e-05","4","0.568","8","198160","-5.413","0.364","1"
"chances","0.755","0.466","109.835","0.0678","0.0178","0","4","0.551","11","172627","-6.255","0.296","1"
"drowning","0.782","0.0985","141.942","0.0396","0.0799","0","4","0.568","6","267227","-5.968","0.481","1"
"incomplete","0.589","0.0768","133.631","0.0331","0.231","0","4","0.437","4","239587","-4.834","0.165","1"
"beautiful","0.717","0.105","100.027","0.0337","0.346","0","4","0.638","2","180000","-4.722","0.249","1"
"halo","0.72","0.0563","79.983","0.0628","0.272","0","4","0.508","11","261640","-5.908","0.472","0"
"almost_here","0.452","0.106","77.984","0.0336","0.414","0","4","0.561","9","229827","-7.324","0.316","0"
"demons","0.487","0.294","64.959","0.0275","0.0293","3.89e-05","4","0.352","7","235573","-6.855","0.233","0"
"irish_son","0.816","0.21","114.935","0.0341","0.0306","0","4","0.477","0","260613","-3.915","0.335","1"
"real_to_me","0.581","0.142","165.741","0.0289","0.0173","0","4","0.381","3","223000","-6.977","0.185","1"
"baby_one_more_time","0.699","0.443","92.96","0.0307","0.202","0.000131","4","0.759","0","211067","-5.745","0.907","0"
"toxic","0.838","0.242","143.04","0.114","0.0249","0.025","4","0.774","5","198800","-3.914","0.924","0"
"locked_out_of_heaven","0.698","0.309","143.994","0.0431","0.049","0","4","0.726","5","233478","-4.165","0.867","1"
"that's_what_i_like","0.569","0.0898","134.047","0.0414","0.0135","0","4","0.845","1","204773","-5.127","0.848","1"
"uptown_funk","0.745","0.162","129.351","0.162","0.0525","0","4","0.564","1","230274","-7.854","0.611","1"
"when_i_was_your_man","0.28","0.088","72.795","0.0434","0.932","0","4","0.612","0","213827","-8.648","0.387","1"
"dancing_on_my_own","0.173","0.0983","112.663","0.0314","0.839","3.26e-05","4","0.682","1","260285","-8.749","0.236","1"
"you_are_the_reason","0.235","0.137","171.232","0.0299","0.918","0","3","0.331","10","204326","-7.7","0.218","1"
"candyman","0.789","0.142","172.976","0.23","0.0125","0.0147","4","0.686","8","194213","-4.713","0.72","0"
"genie_in_a_bottle","0.8","0.137","175.815","0.162","0.21","0.000123","4","0.627","1","217573","-6.945","0.912","1"
"hurt","0.295","0.107","148.574","0.0313","0.775","0","4","0.327","4","243373","-6.907","0.143","0"
"paradise","0.585","0.0833","139.627","0.0268","0.0522","8.49e-05","4","0.449","5","278719","-6.762","0.203","1"
"clocks","0.749","0.183","130.969","0.0279","0.599","0.0112","4","0.577","5","307880","-7.215","0.261","0"
"a_sky_full_of_stars","0.636","0.217","124.996","0.0281","0.00713","0.00203","4","0.551","6","268467","-7.125","0.153","1"
"fix_you","0.418","0.113","138.265","0.0338","0.163","0.00195","4","0.209","3","295533","-8.74","0.123","1"
"hymn_for_the_weekend","0.849","0.12","102.034","0.0517","0.00868","4.68e-06","4","0.565","0","212647","-3.516","0.427","0"
"flames","0.726","0.0895","93.958","0.0414","0.0723","8.45e-06","4","0.609","5","195000","-4.346","0.362","0"
"confident","0.763","0.116","130.018","0.0669","0.00182","0.000159","4","0.606","10","205746","-6.197","0.309","0"
"cool_for_the_summer","0.614","0.0802","114.075","0.0363","0.00506","9.7e-05","4","0.584","5","214740","-5.587","0.28","0"
"give_your_heart_a_break","0.695","0.145","123.026","0.0463","0.236","0","4","0.643","6","205347","-3.099","0.65","1"
"sorry_not_sorry","0.635","0.283","144.004","0.265","0.0223","0","4","0.702","11","203760","-6.917","0.873","0"
"nevermind","0.691","0.418","99.976","0.196","0.156","9.78e-06","4","0.592","3","156600","-8.354","0.0796","1"
"be_the_one","0.651","0.056","87.46","0.0499","0.117","1.32e-05","4","0.661","7","202915","-3.771","0.368","0"
"hotter_than_hell","0.868","0.0584","110.127","0.0908","0.011","0","4","0.532","3","187958","-4.23","0.529","0"
"idgaf","0.544","0.0824","97.028","0.0943","0.0403","0","4","0.836","7","217947","-5.975","0.51","1"
"new_rules","0.7","0.153","116.073","0.0694","0.00261","1.56e-05","4","0.762","9","209320","-6.021","0.608","0"
"perfect","0.448","0.106","95.05","0.0232","0.163","0","3","0.599","8","263400","-6.312","0.168","1"
"shape_of_you","0.652","0.0931","95.977","0.0802","0.581","0","4","0.825","1","233713","-3.183","0.931","0"
"makeba","0.663","0.286","116.051","0.0687","0.423","0.415","4","0.825","2","248987","-9.414","0.417","1"
"naked","0.607","0.0631","101.966","0.0574","0.104","0","4","0.529","6","234107","-6.781","0.238","1"
"rewrite_the_stars","0.743","0.465","125.944","0.0393","0.237","0","4","0.67","10","218293","-4.993","0.571","1"
"say_you_wont_let_go","0.557","0.0902","85.043","0.059","0.695","0","4","0.358","10","211467","-7.398","0.494","1"
